INCIDENT_KEY,OCCUR_DATE,OCCUR_TIME,BORO,LOC_OF_OCCUR_DESC,PRECINCT,JURISDICTION_CODE,LOC_CLASSFCTN_DESC,LOCATION_DESC,STATISTICAL_MURDER_FLAG,PERP_AGE_GROUP,PERP_SEX,PERP_RACE,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,New Georeferenced Column
310435646,07/30/2025,01:08:00,QUEENS,OUTSIDE,106,0,STREET,(null),N,(null),(null),(null),18-24,M,ASIAN / PACIFIC ISLANDER,1032482,182014,40.66613169,-73.82614181,POINT (-73.82614181 40.66613169)
303630517,03/25/2025,14:22:00,BROOKLYN,INSIDE,83,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,18-24,M,BLACK,<18,M,BLACK,1006631,192819,40.695902,-73.919289,POINT (-73.919289 40.695902)
310276532,07/26/2025,21:24:00,BRONX,OUTSIDE,42,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,<18,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC,1012201,240878,40.827795,-73.899003,POINT (-73.899003 40.827795)
303829752,03/28/2025,23:55:00,BRONX,OUTSIDE,44,0,STREET,(null),Y,25-44,M,BLACK,25-44,M,WHITE HISPANIC,1004129,243241,40.834302,-73.928161,POINT (-73.928161 40.834302)
301609656,02/24/2025,11:30:00,BROOKLYN,INSIDE,83,0,DWELLING,MULTI DWELL - APT BUILD,N,25-44,M,BLACK,45-64,I,BLACK,1007046,192510,40.695051,-73.917793,POINT (-73.917793 40.695051)
303772633,03/27/2025,11:15:00,MANHATTAN,OUTSIDE,25,0,STREET,(null),N,18-24,M,BLACK,25-44,M,WHITE,1000482,230365,40.79897,-73.941374,POINT (-73.941374 40.79897)
308755262,06/27/2025,02:00:00,MANHATTAN,OUTSIDE,26,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),18-24,M,BLACK HISPANIC,997083,236928,40.816989,-73.953638,POINT (-73.953638 40.816989)
305252462,04/23/2025,16:54:00,BRONX,OUTSIDE,50,0,STREET,(null),Y,<18,M,WHITE HISPANIC,25-44,F,WHITE HISPANIC,1011704,255784,40.868709,-73.900738,POINT (-73.900738 40.868709)
312482075,09/06/2025,16:20:00,BROOKLYN,INSIDE,60,0,DWELLING,MULTI DWELL - APT BUILD,N,18-24,M,BLACK,18-24,M,BLACK,984091,149559,40.577192,-74.000571,POINT (-74.000571 40.577192)
304263629,04/05/2025,17:45:00,BRONX,OUTSIDE,46,0,STREET,(null),N,18-24,M,WHITE HISPANIC,18-24,M,BLACK HISPANIC,1009234,247586,40.846216,-73.909699,POINT (-73.909699 40.846216)
306106327,05/09/2025,03:17:00,BROOKLYN,OUTSIDE,78,0,PLAYGROUND,(null),N,18-24,M,BLACK,25-44,M,BLACK,988044,187270,40.680699,-73.98632,POINT (-73.98632 40.680699)
312482074,09/06/2025,23:47:00,BRONX,OUTSIDE,40,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,WHITE HISPANIC,1005407,235915,40.814191,-73.923568,POINT (-73.923568 40.814191)
312865020,09/13/2025,21:20:00,BROOKLYN,OUTSIDE,67,0,STREET,(null),N,18-24,M,BLACK,18-24,M,BLACK,1004026,176169,40.650208,-73.928733,POINT (-73.928733 40.650208)
310276536,07/26/2025,00:50:00,MANHATTAN,OUTSIDE,6,0,STREET,(null),N,25-44,M,WHITE HISPANIC,25-44,M,BLACK,984687,204757,40.728697,-73.998422,POINT (-73.998422 40.728697)
307632869,06/05/2025,19:35:00,BROOKLYN,OUTSIDE,63,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,25-44,M,BLACK,25-44,M,BLACK,1006302,170051,40.63341,-73.920548,POINT (-73.920548 40.63341)
303861624,03/29/2025,13:21:00,BROOKLYN,OUTSIDE,81,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,18-24,M,BLACK,18-24,M,BLACK,1000876,191778,40.693058,-73.940046,POINT (-73.940046 40.693058)
310937083,08/09/2025,01:19:00,MANHATTAN,OUTSIDE,14,0,STREET,(null),N,<18,M,BLACK,65+,M,WHITE HISPANIC,987965,215284,40.75759,-73.98659,POINT (-73.98659 40.75759)
310000250,07/21/2025,21:15:00,BRONX,OUTSIDE,49,2,HOUSING,MULTI DWELL - APT BUILD,N,(null),(null),(null),<18,F,BLACK,1025376,256697,40.871163,-73.851299,POINT (-73.851299 40.871163)
306215083,05/10/2025,21:35:00,QUEENS,OUTSIDE,101,2,HOUSING,(null),N,(null),(null),(null),25-44,F,BLACK,1044121,155673,40.59377,-73.784419,POINT (-73.784419 40.59377)
301018725,02/12/2025,21:11:00,BROOKLYN,OUTSIDE,79,2,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,25-44,F,BLACK,25-44,M,WHITE HISPANIC,999258,193584,40.698016,-73.945876,POINT (-73.945876 40.698016)
312151471,08/31/2025,05:04:00,BROOKLYN,OUTSIDE,90,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1002626,199772,40.714995,-73.933711,POINT (-73.933711 40.714995)
308146002,06/16/2025,15:41:00,BROOKLYN,OUTSIDE,75,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,<18,M,BLACK,<18,M,WHITE HISPANIC,1016886,179405,40.659053,-73.88237,POINT (-73.88237 40.659053)
306294378,05/12/2025,00:36:00,BROOKLYN,OUTSIDE,69,0,STREET,(null),N,25-44,M,BLACK HISPANIC,18-24,M,BLACK,1010112,173282,40.64225788,-73.90681063,POINT (-73.90681063 40.64225788)
303772633,03/27/2025,11:15:00,MANHATTAN,OUTSIDE,25,0,STREET,(null),N,25-44,M,BLACK,25-44,M,WHITE,1000482,230365,40.79897,-73.941374,POINT (-73.941374 40.79897)
309519557,07/12/2025,21:20:00,BROOKLYN,OUTSIDE,79,0,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,(null),(null),(null),25-44,M,BLACK,995619,190845,40.690505,-73.959005,POINT (-73.959005 40.690505)
303898920,03/30/2025,22:50:00,BROOKLYN,INSIDE,75,0,DWELLING,MULTI DWELL - APT BUILD,Y,(null),(null),(null),45-64,M,BLACK,1014285,185709,40.676364,-73.891718,POINT (-73.891718 40.676364)
311362222,08/17/2025,17:40:00,BROOKLYN,OUTSIDE,75,0,HOUSING,MULTI DWELL - PUBLIC HOUS,N,<18,M,BLACK,45-64,M,BLACK,1019847,184424,40.672815,-73.871674,POINT (-73.871674 40.672815)
309301656,07/08/2025,14:00:00,BRONX,OUTSIDE,41,0,STREET,(null),N,<18,M,BLACK HISPANIC,45-64,F,BLACK HISPANIC,1011965,238048,40.820028,-73.899866,POINT (-73.899866 40.820028)
299070750,01/07/2025,18:33:00,BRONX,OUTSIDE,40,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,1006184,233270,40.806931,-73.920768,POINT (-73.920768 40.806931)
299648921,01/17/2025,09:54:00,BRONX,OUTSIDE,40,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,18-24,M,BLACK,18-24,M,BLACK,1004934,235728,40.81368,-73.925276,POINT (-73.925276 40.81368)
308717968,06/26/2025,22:40:00,BROOKLYN,OUTSIDE,69,0,STREET,(null),Y,18-24,M,BLACK,18-24,M,BLACK,1012575,171356,40.636975,-73.897943,POINT (-73.897943 40.636975)
305285855,04/24/2025,10:21:00,MANHATTAN,OUTSIDE,25,0,STREET,(null),N,25-44,M,WHITE HISPANIC,25-44,M,BLACK,1001375,231978,40.803394,-73.938144,POINT (-73.938144 40.803394)
305163491,04/22/2025,20:42:00,BROOKLYN,OUTSIDE,94,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),18-24,M,BLACK HISPANIC,1001685,201032,40.718455,-73.937104,POINT (-73.937104 40.718455)
311757222,08/23/2025,19:27:00,BRONX,OUTSIDE,47,0,PLAYGROUND,(null),N,25-44,M,BLACK,<18,F,BLACK,1028261,257789,40.87413587,-73.84086067,POINT (-73.84086067 40.87413587)
309107259,07/05/2025,00:17:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,1010127,179631,40.659695,-73.906732,POINT (-73.906732 40.659695)
309175595,07/06/2025,15:30:00,BRONX,OUTSIDE,42,0,STREET,(null),Y,25-44,M,BLACK,18-24,M,WHITE HISPANIC,1012293,245330,40.840013,-73.898651,POINT (-73.898651 40.840013)
312957372,09/15/2025,17:32:00,MANHATTAN,OUTSIDE,25,0,STREET,(null),N,<18,M,BLACK,<18,M,BLACK,1002444,231358,40.80169,-73.934282,POINT (-73.934282 40.80169)
302818233,03/14/2025,14:29:00,BRONX,OUTSIDE,40,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK HISPANIC,1007631,235829,40.813951,-73.915531,POINT (-73.915531 40.813951)
301565779,02/23/2025,23:41:00,BRONX,INSIDE,43,0,DWELLING,MULTI DWELL - APT BUILD,N,<18,M,BLACK,45-64,F,WHITE HISPANIC,1024656,245412,40.840191,-73.85397,POINT (-73.85397 40.840191)
311327863,08/17/2025,03:27:00,BROOKLYN,OUTSIDE,71,0,COMMERCIAL,BAR/NIGHT CLUB,Y,25-44,M,BLACK,45-64,M,BLACK,995600,182496,40.66759,-73.959087,POINT (-73.959087 40.66759)
305412877,04/27/2025,07:11:00,QUEENS,OUTSIDE,109,0,STREET,(null),N,25-44,M,WHITE HISPANIC,25-44,M,BLACK,1036473,217965,40.764795,-73.811476,POINT (-73.811476 40.764795)
309456641,07/11/2025,01:00:00,BROOKLYN,INSIDE,75,0,COMMERCIAL,SOCIAL CLUB/POLICY LOCATI,N,45-64,M,BLACK,45-64,M,BLACK,1015378,177864,40.654826,-73.887815,POINT (-73.887815 40.654826)
313259953,09/21/2025,04:46:00,BROOKLYN,OUTSIDE,90,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK HISPANIC,998306,196769,40.706761,-73.949302,POINT (-73.949302 40.706761)
309293633,07/08/2025,13:25:00,BROOKLYN,OUTSIDE,67,0,STREET,(null),N,(null),(null),(null),<18,M,BLACK,1007212,178266,40.655957,-73.917241,POINT (-73.917241 40.655957)
308965098,07/02/2025,02:50:00,MANHATTAN,OUTSIDE,32,0,STREET,(null),N,25-44,F,WHITE HISPANIC,25-44,M,BLACK,997329,233660,40.808017,-73.952753,POINT (-73.952753 40.808017)
306906891,05/23/2025,02:16:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,18-24,M,BLACK,25-44,M,BLACK,1019102,188511,40.684037,-73.874337,POINT (-73.874337 40.684037)
301923239,03/01/2025,03:20:00,MANHATTAN,OUTSIDE,9,0,COMMERCIAL,BAR/NIGHT CLUB,Y,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC,986120,203392,40.724951,-73.993251,POINT (-73.993251 40.724951)
301184410,02/16/2025,14:55:00,QUEENS,INSIDE,114,0,COMMERCIAL,(null),N,(null),(null),(null),<18,M,BLACK HISPANIC,1001016,213414,40.752444,-73.939488,POINT (-73.939488 40.752444)
309874797,07/19/2025,23:45:00,MANHATTAN,OUTSIDE,33,0,PLAYGROUND,(null),N,18-24,M,BLACK HISPANIC,25-44,M,BLACK,1000322,249604,40.85176561,-73.94190484,POINT (-73.94190484 40.85176561)
306613733,05/18/2025,03:54:00,QUEENS,OUTSIDE,110,0,STREET,(null),N,18-24,M,BLACK,18-24,M,BLACK,1016250,208615,40.739229,-73.884526,POINT (-73.884526 40.739229)
298950447,01/05/2025,21:25:00,BROOKLYN,OUTSIDE,75,0,COMMERCIAL,GROCERY/BODEGA,N,(null),(null),(null),<18,M,BLACK,1019406,184339,40.672585,-73.873262,POINT (-73.873262 40.672585)
305163494,04/22/2025,22:27:00,MANHATTAN,OUTSIDE,28,0,STREET,(null),Y,25-44,M,BLACK,18-24,M,BLACK,997853,230889,40.800413,-73.950866,POINT (-73.950866 40.800413)
302206261,03/06/2025,22:56:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),N,45-64,M,BLACK,25-44,M,BLACK,1008245,183796,0,0,POINT (0 0)
305252462,04/23/2025,16:54:00,BRONX,OUTSIDE,50,0,STREET,(null),Y,18-24,M,BLACK,25-44,F,WHITE HISPANIC,1011704,255784,40.868709,-73.900738,POINT (-73.900738 40.868709)
305446969,04/27/2025,16:45:00,BROOKLYN,OUTSIDE,60,0,STREET,(null),Y,25-44,M,BLACK,18-24,M,BLACK,983855,148073,40.57310209,-74.00142184,POINT (-74.00142184 40.57310209)
312382744,09/04/2025,20:38:00,BROOKLYN,OUTSIDE,77,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1002407,185867,40.676828,-73.93454,POINT (-73.93454 40.676828)
310357834,07/28/2025,18:28:00,MANHATTAN,INSIDE,18,0,COMMERCIAL,(null),Y,25-44,M,BLACK,25-44,M,ASIAN / PACIFIC ISLANDER,991647,215481,40.758128,-73.973298,POINT (-73.973298 40.758128)
312202110,09/01/2025,19:34:00,BRONX,OUTSIDE,49,0,STREET,(null),Y,18-24,M,BLACK,18-24,M,BLACK,1020797,254600,40.865427,-73.867866,POINT (-73.867866 40.865427)
305252462,04/23/2025,16:54:00,BRONX,OUTSIDE,50,0,STREET,(null),N,<18,M,WHITE HISPANIC,25-44,M,WHITE,1011704,255784,40.868709,-73.900738,POINT (-73.900738 40.868709)
300999026,02/12/2025,06:13:00,BRONX,OUTSIDE,43,0,(null),(null),N,(null),(null),(null),18-24,M,BLACK HISPANIC,1020496,243568,40.83515,-73.869013,POINT (-73.869013 40.83515)
299257997,01/11/2025,03:55:00,QUEENS,OUTSIDE,114,0,STREET,BAR/NIGHT CLUB,N,25-44,M,BLACK,25-44,M,BLACK,1009970,220539,40.771977,-73.90714,POINT (-73.90714 40.771977)
311949658,08/26/2025,15:30:00,BRONX,OUTSIDE,48,0,STREET,(null),N,18-24,M,BLACK,25-44,M,BLACK,1014898,249845,40.852399,-73.889217,POINT (-73.889217 40.852399)
306214613,05/10/2025,20:33:00,BRONX,OUTSIDE,40,0,STREET,GROCERY/BODEGA,Y,<18,M,WHITE HISPANIC,25-44,F,WHITE HISPANIC,1005529,233942,40.808777,-73.923131,POINT (-73.923131 40.808777)
306234142,05/11/2025,15:02:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),N,18-24,M,BLACK,25-44,M,BLACK,1007234,179933,40.660532,-73.917158,POINT (-73.917158 40.660532)
310613387,08/02/2025,02:30:00,BRONX,OUTSIDE,45,2,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,(null),(null),(null),18-24,M,WHITE HISPANIC,1033283,237654,40.818856,-73.822849,POINT (-73.822849 40.818856)
300052774,01/25/2025,12:42:00,BRONX,OUTSIDE,46,0,STREET,(null),N,25-44,M,BLACK HISPANIC,25-44,M,BLACK,1009028,247972,40.847276,-73.910442,POINT (-73.910442 40.847276)
303829750,03/28/2025,23:50:00,MANHATTAN,OUTSIDE,32,2,HOUSING,MULTI DWELL - APT BUILD,N,18-24,M,BLACK,25-44,M,BLACK,999874,238251,40.820614,-73.94355,POINT (-73.94355 40.820614)
311756929,08/23/2025,17:26:00,BRONX,OUTSIDE,47,0,STREET,(null),N,18-24,M,BLACK,18-24,M,BLACK,1021316,259277,40.878261,-73.865964,POINT (-73.865964 40.878261)
308800538,06/29/2025,02:43:00,BRONX,OUTSIDE,43,0,STREET,(null),N,(null),(null),(null),18-24,M,WHITE HISPANIC,1019527,241348,40.82904948,-73.87252839,POINT (-73.87252839 40.82904948)
304800342,04/15/2025,22:50:00,BRONX,OUTSIDE,48,0,STREET,(null),Y,(null),(null),(null),25-44,M,WHITE HISPANIC,1014916,247516,40.846007,-73.889163,POINT (-73.889163 40.846007)
299453928,01/14/2025,19:06:00,BROOKLYN,OUTSIDE,81,0,STREET,(null),N,(null),(null),(null),25-44,F,BLACK,1003654,187147,40.68034,-73.930039,POINT (-73.930039 40.68034)
307246929,05/29/2025,15:09:00,MANHATTAN,OUTSIDE,28,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),18-24,M,BLACK,998115,230303,40.798802,-73.949922,POINT (-73.949922 40.798802)
309605579,07/14/2025,14:30:00,MANHATTAN,OUTSIDE,32,2,HOUSING,MULTI DWELL - PUBLIC HOUS,Y,25-44,M,BLACK,25-44,F,BLACK,1000000,238478,40.821238,-73.943094,POINT (-73.943094 40.821238)
306616572,05/18/2025,06:52:00,BRONX,OUTSIDE,47,0,STREET,(null),N,45-64,M,BLACK,25-44,F,BLACK,1025439,258185,40.875245,-73.851062,POINT (-73.851062 40.875245)
307729377,06/07/2025,13:20:00,BROOKLYN,OUTSIDE,75,0,DWELLING,PVT HOUSE,N,(null),(null),(null),18-24,F,BLACK,1017336,182789,40.668338,-73.880734,POINT (-73.880734 40.668338)
306651416,05/18/2025,18:45:00,BRONX,OUTSIDE,46,0,STREET,(null),Y,18-24,M,BLACK,25-44,F,WHITE HISPANIC,1013673,252644,40.860085,-73.89363,POINT (-73.89363 40.860085)
305163493,04/22/2025,17:40:00,QUEENS,OUTSIDE,104,0,STREET,(null),Y,<18,M,BLACK,18-24,M,WHITE HISPANIC,1011400,193806,40.698596,-73.902085,POINT (-73.902085 40.698596)
312380154,09/04/2025,14:40:00,BROOKLYN,OUTSIDE,75,0,STREET,(null),N,45-64,M,BLACK,18-24,M,BLACK,1019950,184443,40.67285815,-73.87130201,POINT (-73.87130201 40.67285815)
307645265,06/05/2025,21:52:00,BRONX,OUTSIDE,42,0,STREET,(null),N,(null),(null),(null),45-64,M,BLACK,1009310,238924,40.82243119,-73.90945601,POINT (-73.90945601 40.82243119)
305036739,04/20/2025,06:35:00,BRONX,OUTSIDE,44,0,STREET,(null),N,18-24,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,1006490,244533,0,0,POINT (0 0)
308489204,06/22/2025,18:58:00,BROOKLYN,INSIDE,81,0,DWELLING,MULTI DWELL - APT BUILD,N,(null),(null),(null),25-44,M,BLACK,1003654,187147,40.68034,-73.930039,POINT (-73.930039 40.68034)
311757224,08/24/2025,01:03:00,BROOKLYN,OUTSIDE,88,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,BLACK,990097,192780,40.695822,-73.978914,POINT (-73.978914 40.695822)
313570970,09/28/2025,01:12:00,BRONX,OUTSIDE,43,0,COMMERCIAL,BAR/NIGHT CLUB,N,(null),(null),(null),45-64,M,WHITE HISPANIC,1021853,242624,40.832551,-73.864117,POINT (-73.864117 40.832551)
311757222,08/23/2025,19:27:00,BRONX,OUTSIDE,47,0,PLAYGROUND,(null),N,<18,M,BLACK,25-44,M,BLACK,1028261,257789,40.87413587,-73.84086067,POINT (-73.84086067 40.87413587)
298756519,01/01/2025,23:18:00,QUEENS,OUTSIDE,103,0,COMMERCIAL,BAR/NIGHT CLUB,N,(null),(null),(null),18-24,F,BLACK,1036944,194475,40.700318,-73.809959,POINT (-73.809959 40.700318)
313373627,09/23/2025,22:20:00,BRONX,INSIDE,41,0,DWELLING,MULTI DWELL - APT BUILD,N,(null),(null),(null),25-44,M,BLACK,1013070,238702,40.82182,-73.895872,POINT (-73.895872 40.82182)
311327863,08/17/2025,03:27:00,BROOKLYN,OUTSIDE,71,0,COMMERCIAL,BAR/NIGHT CLUB,Y,25-44,M,BLACK,25-44,M,BLACK,995600,182496,40.66759,-73.959087,POINT (-73.959087 40.66759)
313028799,09/16/2025,14:30:00,MANHATTAN,OUTSIDE,7,0,STREET,(null),N,18-24,M,WHITE HISPANIC,18-24,M,BLACK,987813,199396,40.713981,-73.987146,POINT (-73.987146 40.713981)
304579781,04/11/2025,01:14:00,BROOKLYN,OUTSIDE,83,0,STREET,(null),Y,25-44,M,BLACK,25-44,M,BLACK,1009606,188105,40.682954,-73.908578,POINT (-73.908578 40.682954)
302377352,03/10/2025,22:40:00,QUEENS,OUTSIDE,113,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1040051,185174,40.6747607,-73.79883235,POINT (-73.79883235 40.6747607)
310871272,08/07/2025,22:30:00,BRONX,OUTSIDE,43,0,STREET,GROCERY/BODEGA,Y,(null),(null),(null),25-44,M,WHITE HISPANIC,1019072,241558,40.829636,-73.87417,POINT (-73.87417 40.829636)
305764953,05/02/2025,23:09:00,BROOKLYN,OUTSIDE,79,0,STREET,MULTI DWELL - APT BUILD,N,(null),(null),(null),18-24,M,BLACK,1000381,192386,40.694727,-73.941829,POINT (-73.941829 40.694727)
313716449,09/30/2025,17:56:00,BRONX,OUTSIDE,48,0,STREET,(null),N,(null),(null),(null),25-44,F,BLACK,1013404,251800,40.85777,-73.894607,POINT (-73.894607 40.85777)
303700019,03/26/2025,14:21:00,QUEENS,OUTSIDE,103,0,STREET,(null),Y,<18,M,BLACK,<18,M,BLACK,1043590,195903,40.70418623,-73.78597948,POINT (-73.78597948 40.70418623)
305004828,04/19/2025,02:30:00,BROOKLYN,OUTSIDE,88,0,STREET,(null),N,18-24,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC,993693,192830,40.695956,-73.965945,POINT (-73.965945 40.695956)
303772632,03/27/2025,21:09:00,BRONX,OUTSIDE,40,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,1006460,234503,40.810313,-73.919769,POINT (-73.919769 40.810313)
303132108,03/18/2025,23:00:00,BROOKLYN,OUTSIDE,70,0,STREET,(null),N,25-44,M,BLACK,25-44,M,BLACK,994512,177707,40.654446,-73.963015,POINT (-73.963015 40.654446)
312144301,08/31/2025,03:36:00,MANHATTAN,OUTSIDE,9,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,25-44,M,WHITE HISPANIC,25-44,M,BLACK,990950,202338,40.722055,-73.975829,POINT (-73.975829 40.722055)
312241636,09/02/2025,02:00:00,BRONX,OUTSIDE,48,0,STREET,HOSPITAL,Y,18-24,M,BLACK,18-24,M,BLACK,1014256,250228,40.853451,-73.891536,POINT (-73.891536 40.853451)
307682167,06/06/2025,23:07:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),N,25-44,M,BLACK,18-24,M,BLACK HISPANIC,1006321,181792,40.66562622,-73.920443,POINT (-73.920443 40.66562622)
311877500,08/25/2025,21:08:00,BROOKLYN,OUTSIDE,61,0,STREET,(null),N,25-44,M,BLACK,45-64,M,BLACK,1000565,156826,40.597121,-73.941251,POINT (-73.941251 40.597121)
306554262,05/16/2025,17:35:00,BROOKLYN,OUTSIDE,77,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1002693,184461,40.672969,-73.933512,POINT (-73.933512 40.672969)
310352507,07/28/2025,05:58:00,BRONX,OUTSIDE,45,0,STREET,MULTI DWELL - APT BUILD,Y,25-44,M,BLACK HISPANIC,18-24,M,BLACK HISPANIC,1028867,236931,40.816894,-73.838807,POINT (-73.838807 40.816894)
308096531,06/15/2025,04:45:00,BRONX,OUTSIDE,52,0,STREET,(null),N,(null),(null),(null),18-24,M,WHITE HISPANIC,1018056,262031,40.885834,-73.877738,POINT (-73.877738 40.885834)
309409888,07/10/2025,13:46:00,BRONX,OUTSIDE,46,0,STREET,(null),N,<18,M,WHITE HISPANIC,<18,F,WHITE HISPANIC,1008463,248355,40.848328,-73.912481,POINT (-73.912481 40.848328)
311661208,08/22/2025,16:03:00,BRONX,OUTSIDE,45,0,STREET,(null),N,<18,M,BLACK,<18,F,WHITE HISPANIC,1027267,245362,40.84003243,-73.84453462,POINT (-73.84453462 40.84003243)
309605579,07/14/2025,14:30:00,MANHATTAN,OUTSIDE,32,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,25-44,F,BLACK,25-44,F,BLACK,1000000,238478,40.821238,-73.943094,POINT (-73.943094 40.821238)
304199342,04/04/2025,14:29:00,MANHATTAN,OUTSIDE,34,0,STREET,(null),N,<18,M,BLACK,18-24,M,BLACK HISPANIC,1005517,255164,40.86701515,-73.92310894,POINT (-73.92310894 40.86701515)
299382241,01/13/2025,21:15:00,MANHATTAN,OUTSIDE,30,0,STREET,(null),N,<18,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC,997512,239558,40.824207,-73.95208,POINT (-73.95208 40.824207)
313250415,09/20/2025,22:00:00,BRONX,OUTSIDE,49,0,STREET,HOSPITAL,N,(null),(null),(null),18-24,M,BLACK HISPANIC,1026692,251697,40.857432,-73.846573,POINT (-73.846573 40.857432)
305637547,04/30/2025,22:00:00,BROOKLYN,OUTSIDE,73,0,STREET,(null),N,18-24,M,BLACK,25-44,M,BLACK,1008608,178434,40.656413,-73.912211,POINT (-73.912211 40.656413)
305764954,05/03/2025,02:22:00,BRONX,OUTSIDE,40,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,(null),(null),(null),25-44,M,WHITE HISPANIC,1010515,236824,40.816674,-73.905109,POINT (-73.905109 40.816674)
313635117,09/29/2025,04:17:00,QUEENS,OUTSIDE,102,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK,1032506,190693,40.68995341,-73.82599315,POINT (-73.82599315 40.68995341)
299683365,01/18/2025,17:30:00,QUEENS,OUTSIDE,113,0,STREET,(null),Y,45-64,M,BLACK,45-64,M,BLACK,1053262,194744,40.70093491,-73.7511077,POINT (-73.7511077 40.70093491)
305637544,04/30/2025,19:45:00,BRONX,OUTSIDE,48,0,STREET,(null),N,(null),(null),(null),25-44,M,BLACK,1017326,245083,40.839319,-73.880464,POINT (-73.880464 40.839319)
310352508,07/28/2025,20:50:00,BRONX,OUTSIDE,44,0,STREET,(null),N,(null),(null),(null),18-24,M,BLACK HISPANIC,1004499,239592,40.824288,-73.926836,POINT (-73.926836 40.824288)
310352509,07/28/2025,05:00:00,BROOKLYN,INSIDE,83,0,DWELLING,MULTI DWELL - APT BUILD,N,18-24,M,BLACK,25-44,M,WHITE HISPANIC,1005474,194101,40.699422,-73.923459,POINT (-73.923459 40.699422)
312817515,09/12/2025,21:20:00,QUEENS,OUTSIDE,115,0,STREET,(null),Y,18-24,M,BLACK,18-24,F,BLACK,1019405,216840,40.761791,-73.873095,POINT (-73.873095 40.761791)
305034044,04/19/2025,22:19:00,BROOKLYN,OUTSIDE,67,0,COMMERCIAL,SMALL MERCHANT,N,25-44,M,BLACK,45-64,M,BLACK,1003890,172805,40.640973,-73.929232,POINT (-73.929232 40.640973)
309492262,07/12/2025,09:53:00,BRONX,OUTSIDE,52,0,STREET,(null),N,25-44,M,BLACK HISPANIC,25-44,M,BLACK,1019582,259726,40.8795,-73.872232,POINT (-73.872232 40.8795)
306214612,05/10/2025,16:18:00,QUEENS,OUTSIDE,113,2,HOUSING,MULTI DWELL - PUBLIC HOUS,N,18-24,M,BLACK HISPANIC,18-24,M,BLACK,1044258,189029,40.685325,-73.783631,POINT (-73.783631 40.685325)
311929407,08/26/2025,08:40:00,BROOKLYN,INSIDE,77,0,DWELLING,MULTI DWELL - APT BUILD,N,65+,M,BLACK,45-64,F,WHITE,993973,184838,40.67402,-73.964946,POINT (-73.964946 40.67402)
304361736,04/07/2025,15:40:00,BRONX,OUTSIDE,48,0,STREET,(null),N,18-24,M,BLACK,25-44,M,BLACK,1013772,246899,40.84430647,-73.89329933,POINT (-73.89329933 40.84430647)
311757222,08/23/2025,19:27:00,BRONX,OUTSIDE,47,0,PLAYGROUND,(null),N,18-24,M,WHITE HISPANIC,25-44,M,BLACK,1028261,257789,40.87413587,-73.84086067,POINT (-73.84086067 40.87413587)
310413300,07/29/2025,16:45:00,BROOKLYN,OUTSIDE,62,0,STREET,(null),N,18-24,M,WHITE,18-24,M,WHITE,985022,155633,40.593863,-73.997218,POINT (-73.997218 40.593863)
301609655,02/24/2025,16:49:00,BRONX,OUTSIDE,40,0,STREET,(null),N,18-24,M,BLACK,25-44,M,BLACK,1008608,238678,40.821769,-73.911993,POINT (-73.911993 40.821769)
